2003 .False. # Number of lines, conductive flag
# 5 line header for n-k original data
# Enstatite Mg2SiO4  Suto et al. (2006) - (crystalline)
# Taken from: http://www.astro.uni-jena.de/Laboratory/OCDB/amsilicates.html
# wl(um)      n                k
      0.10000000       1.6115654      0.80391124
      0.10046158       1.6173764      0.80135441
      0.10092529       1.6231873      0.79879757
      0.10139114       1.6289983      0.79624074
      0.10185914       1.6348093      0.79368390
      0.10232930       1.6406203      0.79112707
      0.10280163       1.6464313      0.78857024
      0.10327614       1.6518341      0.78563464
      0.10375284       1.6565872      0.78209622
      0.10423174       1.6613403      0.77855779
      0.10471285       1.6660934      0.77501937
      0.10519619       1.6708465      0.77148095
      0.10568175       1.6755996      0.76794252
      0.10616956       1.6803527      0.76440410
      0.10665961       1.6851058      0.76086567
      0.10715193       1.6898589      0.75732725
      0.10764652       1.6946120      0.75378883
      0.10814340       1.6993651      0.75025040
      0.10864256       1.7041182      0.74671198
      0.10914403       1.7088713      0.74317356
      0.10964782       1.7136244      0.73963513
      0.11015393       1.7183776      0.73609671
      0.11066238       1.7231307      0.73255829
      0.11117317       1.7278838      0.72901986
      0.11168632       1.7326369      0.72548144
      0.11220185       1.7373900      0.72194302
      0.11271975       1.7402173      0.71813086
      0.11324004       1.7406994      0.71398532
      0.11376273       1.7411814      0.70983978
      0.11428783       1.7416635      0.70569425
      0.11481536       1.7421455      0.70154871
      0.11534533       1.7426275      0.69740317
      0.11587774       1.7431096      0.69325763
      0.11641260       1.7435916      0.68911210
      0.11694994       1.7440737      0.68496656
      0.11748976       1.7445557      0.68082102
      0.11803206       1.7450377      0.67667549
      0.11857687       1.7455198      0.67252995
      0.11912420       1.7460018      0.66838441
      0.11967405       1.7464839      0.66423887
      0.12022644       1.7469659      0.66009334
      0.12078138       1.7474479      0.65594780
      0.12133889       1.7479300      0.65180226
      0.12189896       1.7484120      0.64765672
      0.12246162       1.7488940      0.64351119
      0.12302688       1.7493761      0.63936565
      0.12359474       1.7498581      0.63522011
      0.12416523       1.7500000      0.64739060
      0.12473835       1.7500000      0.66636605
      0.12531412       1.7574917      0.67824638
      0.12589254       1.7712380      0.68420312
      0.12647363       1.7832895      0.68750658
      0.12705741       1.7923616      0.68614576
      0.12764388       1.8007096      0.68500000
      0.12823306       1.8051996      0.68500000
      0.12882496       1.8096896      0.68500000
      0.12941958       1.8182734      0.68458633
      0.13001696       1.8271613      0.68414194
      0.13061709       1.8359865      0.68310202
      0.13121999       1.8447823      0.68178265
      0.13182567       1.8535406      0.68064594
      0.13243415       1.8622443      0.67977557
      0.13304544       1.8704166      0.67887502
      0.13365955       1.8742414      0.67772758
      0.13427650       1.8780662      0.67658014
      0.13489629       1.8842064      0.67515872
      0.13551894       1.8927144      0.67345713
      0.13614447       1.9012091      0.67163727
      0.13677288       1.9096250      0.66911251
      0.13740420       1.9180408      0.66658775
      0.13803843       1.9295791      0.66376489
      0.13867558       1.9420647      0.66085157
      0.13931568       1.9530000      0.65735001
      0.13995873       1.9612316      0.65282260
      0.14060475       1.9694633      0.64829519
      0.14125375       1.9814133      0.64267380
      0.14190575       1.9936226      0.63697612
      0.14256076       2.0038440      0.63130923
      0.14321879       2.0118914      0.62567601
      0.14387986       2.0199389      0.62004280
      0.14454398       2.0318424      0.61249984
      0.14521116       2.0437754      0.60494227
      0.14588143       2.0537615      0.59498156
      0.14655478       2.0616248      0.58240038
      0.14723125       2.0694880      0.56981920
      0.14791084       2.0772651      0.56173487
      0.14859356       2.0850363      0.55396373
      0.14927944       2.0927741      0.54400657
